Unnamed: 0,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3772,Niet Of Nooit Geweest,Acda en de Munnik,4439gDsZasiXC4mGpw6yJc,0.478,0.506,7,-9.542,1,0.0356,0.381,0.0,0.166,0.509,122.174,audio_features,4439gDsZasiXC4mGpw6yJc,spotify:track:4439gDsZasiXC4mGpw6yJc,https://api.spotify.com/v1/tracks/4439gDsZasiXC4mGpw6yJc,https://api.spotify.com/v1/audio-analysis/4439gDsZasiXC4mGpw6yJc,242493,3
3775,Freak On a Leash,Korn,6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,audio_features,6W21LNLz9Sw7sUSNWMSHRu,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/audio-analysis/6W21LNLz9Sw7sUSNWMSHRu,255733,4
3776,Onderuit,De Dijk,3LEuiABffLULxhTi1u6FzM,0.455,0.714,4,-10.098,0,0.025,0.0478,0.557,0.762,0.444,102.888,audio_features,3LEuiABffLULxhTi1u6FzM,spotify:track:3LEuiABffLULxhTi1u6FzM,https://api.spotify.com/v1/tracks/3LEuiABffLULxhTi1u6FzM,https://api.spotify.com/v1/audio-analysis/3LEuiABffLULxhTi1u6FzM,556225,4
3777,Non non rien n'a changé,Les Poppys,1fxoAloBlcKe3t49QwIL4m,0.503,0.482,7,-7.685,1,0.0879,0.481,0.0,0.204,0.466,83.796,audio_features,1fxoAloBlcKe3t49QwIL4m,spotify:track:1fxoAloBlcKe3t49QwIL4m,https://api.spotify.com/v1/tracks/1fxoAloBlcKe3t49QwIL4m,https://api.spotify.com/v1/audio-analysis/1fxoAloBlcKe3t49QwIL4m,189667,4
3779,Killer / Papa Was a Rollin' Stone,George Michael,3EMwCbvaeyWVZb3ae0roHt,0.714,0.976,10,-7.349,0,0.0548,0.0284,0.00695,0.756,0.577,121.89,audio_features,3EMwCbvaeyWVZb3ae0roHt,spotify:track:3EMwCbvaeyWVZb3ae0roHt,https://api.spotify.com/v1/tracks/3EMwCbvaeyWVZb3ae0roHt,https://api.spotify.com/v1/audio-analysis/3EMwCbvaeyWVZb3ae0roHt,255373,4
3781,If You Tolerate This Your Children Will Be Next,Manic Street Preachers,2r7y4HANK7b9KVZfz0g4Uq,0.219,0.8,0,-6.143,1,0.0402,0.000213,0.0179,0.0863,0.261,96.145,audio_features,2r7y4HANK7b9KVZfz0g4Uq,spotify:track:2r7y4HANK7b9KVZfz0g4Uq,https://api.spotify.com/v1/tracks/2r7y4HANK7b9KVZfz0g4Uq,https://api.spotify.com/v1/audio-analysis/2r7y4HANK7b9KVZfz0g4Uq,290946,4
3782,Praying for Time,George Michael,7CgRXXie9XIxVSkpKi40ID,0.582,0.622,10,-14.878,1,0.0354,0.0471,0.0162,0.0915,0.257,127.821,audio_features,7CgRXXie9XIxVSkpKi40ID,spotify:track:7CgRXXie9XIxVSkpKi40ID,https://api.spotify.com/v1/tracks/7CgRXXie9XIxVSkpKi40ID,https://api.spotify.com/v1/audio-analysis/7CgRXXie9XIxVSkpKi40ID,280981,4
3783,Hilversum 3,Herman van Veen,6keGqxVHc8JoEmi9ZUQVpa,0.519,0.282,10,-17.265,1,0.0369,0.519,0.00144,0.116,0.588,181.444,audio_features,6keGqxVHc8JoEmi9ZUQVpa,spotify:track:6keGqxVHc8JoEmi9ZUQVpa,https://api.spotify.com/v1/tracks/6keGqxVHc8JoEmi9ZUQVpa,https://api.spotify.com/v1/audio-analysis/6keGqxVHc8JoEmi9ZUQVpa,232320,4
3784,The Reflex,Duran Duran,4sz1Ng2Cgidfqqiy0pNL6R,0.554,0.888,0,-6.664,1,0.087,0.107,0.0,0.291,0.82,126.701,audio_features,4sz1Ng2Cgidfqqiy0pNL6R,spotify:track:4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/tracks/4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/audio-analysis/4sz1Ng2Cgidfqqiy0pNL6R,267427,4
3787,Pure Morning,Placebo,1TqmZVIyeD4aN4Wa0wbnfy,0.387,0.898,8,-6.835,1,0.0675,0.0372,4.04e-05,0.11,0.202,81.354,audio_features,1TqmZVIyeD4aN4Wa0wbnfy,spotify:track:1TqmZVIyeD4aN4Wa0wbnfy,https://api.spotify.com/v1/tracks/1TqmZVIyeD4aN4Wa0wbnfy,https://api.spotify.com/v1/audio-analysis/1TqmZVIyeD4aN4Wa0wbnfy,254760,4
