Unnamed: 0,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3203,Je Loog Tegen Mij,Drukwerk,53348QPO1Bhkd8oFABaGYK,0.621,0.35,9,-14.463,1,0.0312,0.455,0.0,0.0862,0.663,78.97,audio_features,53348QPO1Bhkd8oFABaGYK,spotify:track:53348QPO1Bhkd8oFABaGYK,https://api.spotify.com/v1/tracks/53348QPO1Bhkd8oFABaGYK,https://api.spotify.com/v1/audio-analysis/53348QPO1Bhkd8oFABaGYK,206360,3
3204,Africa,TOTO,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
3205,Telegraph Road,Dire Straits,071BtONQBIq4SkvO0okS4k,0.381,0.592,2,-10.124,0,0.0322,0.016,0.363,0.273,0.285,124.984,audio_features,071BtONQBIq4SkvO0okS4k,spotify:track:071BtONQBIq4SkvO0okS4k,https://api.spotify.com/v1/tracks/071BtONQBIq4SkvO0okS4k,https://api.spotify.com/v1/audio-analysis/071BtONQBIq4SkvO0okS4k,858533,4
3206,Under Pressure - Remastered,Queen,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4
3207,Old and Wise,The Alan Parsons Project,5Jt2AQv1c3RUF5ENtAYF1i,0.375,0.317,0,-11.741,0,0.0315,0.727,2.92e-05,0.123,0.12,112.003,audio_features,5Jt2AQv1c3RUF5ENtAYF1i,spotify:track:5Jt2AQv1c3RUF5ENtAYF1i,https://api.spotify.com/v1/tracks/5Jt2AQv1c3RUF5ENtAYF1i,https://api.spotify.com/v1/audio-analysis/5Jt2AQv1c3RUF5ENtAYF1i,295253,4
3208,Private Investigations,Dire Straits,0SqUwlygrVkMWkplNvvld1,0.551,0.101,4,-20.104,0,0.0309,0.699,0.542,0.0811,0.0691,84.407,audio_features,0SqUwlygrVkMWkplNvvld1,spotify:track:0SqUwlygrVkMWkplNvvld1,https://api.spotify.com/v1/tracks/0SqUwlygrVkMWkplNvvld1,https://api.spotify.com/v1/audio-analysis/0SqUwlygrVkMWkplNvvld1,406867,4
3209,Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
3210,Run to the Hills - 2015 Remaster,Iron Maiden,0sxYYT48UPkmrDx8p4Hnrl,0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,audio_features,0sxYYT48UPkmrDx8p4Hnrl,spotify:track:0sxYYT48UPkmrDx8p4Hnrl,https://api.spotify.com/v1/tracks/0sxYYT48UPkmrDx8p4Hnrl,https://api.spotify.com/v1/audio-analysis/0sxYYT48UPkmrDx8p4Hnrl,233507,4
3211,Twilight Zone,Golden Earring,5DPpbYqJi4OfgnV8fz1JsQ,0.666,0.667,11,-9.486,0,0.0388,0.00394,0.000148,0.0733,0.558,118.556,audio_features,5DPpbYqJi4OfgnV8fz1JsQ,spotify:track:5DPpbYqJi4OfgnV8fz1JsQ,https://api.spotify.com/v1/tracks/5DPpbYqJi4OfgnV8fz1JsQ,https://api.spotify.com/v1/audio-analysis/5DPpbYqJi4OfgnV8fz1JsQ,474467,4
3212,Eye In The Sky,The Alan Parsons Project,39qYD4J4BKvZMQgxfXl5bv,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,audio_features,39qYD4J4BKvZMQgxfXl5bv,spotify:track:39qYD4J4BKvZMQgxfXl5bv,https://api.spotify.com/v1/tracks/39qYD4J4BKvZMQgxfXl5bv,https://api.spotify.com/v1/audio-analysis/39qYD4J4BKvZMQgxfXl5bv,276280,4
