Unnamed: 0,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
661,Life is a Highway,Rascal Flatts,2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,audio_features,2Fs18NaCDuluPG1DHGw1XG,spotify:track:2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/tracks/2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/audio-analysis/2Fs18NaCDuluPG1DHGw1XG,276320,4
662,Check On It (feat. Slim Thug),Beyoncé,2RWxrpsFshOBFwRBRstUlQ,0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,audio_features,2RWxrpsFshOBFwRBRstUlQ,spotify:track:2RWxrpsFshOBFwRBRstUlQ,https://api.spotify.com/v1/tracks/2RWxrpsFshOBFwRBRstUlQ,https://api.spotify.com/v1/audio-analysis/2RWxrpsFshOBFwRBRstUlQ,210453,4
666,Too Little Too Late,JoJo,4T4NLIMypdmyUwK54jECk4,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,audio_features,4T4NLIMypdmyUwK54jECk4,spotify:track:4T4NLIMypdmyUwK54jECk4,https://api.spotify.com/v1/tracks/4T4NLIMypdmyUwK54jECk4,https://api.spotify.com/v1/audio-analysis/4T4NLIMypdmyUwK54jECk4,221720,4
668,Ms. New Booty,Bubba Sparxxx,0k6HUzaRHpQ3eEWr1C7Esh,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,audio_features,0k6HUzaRHpQ3eEWr1C7Esh,spotify:track:0k6HUzaRHpQ3eEWr1C7Esh,https://api.spotify.com/v1/tracks/0k6HUzaRHpQ3eEWr1C7Esh,https://api.spotify.com/v1/audio-analysis/0k6HUzaRHpQ3eEWr1C7Esh,252653,5
669,You Know I'm No Good,Amy Winehouse,0DMRKqrpd0QO4RWiEdMib0,0.694,0.496,9,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372,audio_features,0DMRKqrpd0QO4RWiEdMib0,spotify:track:0DMRKqrpd0QO4RWiEdMib0,https://api.spotify.com/v1/tracks/0DMRKqrpd0QO4RWiEdMib0,https://api.spotify.com/v1/audio-analysis/0DMRKqrpd0QO4RWiEdMib0,257187,4
670,What Hurts The Most,Rascal Flatts,4bVuIlGQBMWS7vIhcx8Ae4,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,audio_features,4bVuIlGQBMWS7vIhcx8Ae4,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/tracks/4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/audio-analysis/4bVuIlGQBMWS7vIhcx8Ae4,214107,4
671,Dani California,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,audio_features,10Nmj3JCNoMeBQ87uw5j8k,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/tracks/10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/audio-analysis/10Nmj3JCNoMeBQ87uw5j8k,282160,4
672,I Don't Feel Like Dancin',Scissor Sisters,13pyGLYmBjYgvOMIEivX2K,0.71,0.917,7,-3.385,1,0.0287,0.018,0.0,0.335,0.83,108.031,audio_features,13pyGLYmBjYgvOMIEivX2K,spotify:track:13pyGLYmBjYgvOMIEivX2K,https://api.spotify.com/v1/tracks/13pyGLYmBjYgvOMIEivX2K,https://api.spotify.com/v1/audio-analysis/13pyGLYmBjYgvOMIEivX2K,288360,4
673,So Sick,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,audio_features,6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/audio-analysis/6brl7bwOHmGFkNw3MBqssT,207187,4
674,Lips Of An Angel,Hinder,40LQiUUUKXVGyNs09lHVjW,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,audio_features,40LQiUUUKXVGyNs09lHVjW,spotify:track:40LQiUUUKXVGyNs09lHVjW,https://api.spotify.com/v1/tracks/40LQiUUUKXVGyNs09lHVjW,https://api.spotify.com/v1/audio-analysis/40LQiUUUKXVGyNs09lHVjW,261853,4
675,"Steady, As She Goes",The Raconteurs,4xlEKYv7HmC8zXoJIbpZKM,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,audio_features,4xlEKYv7HmC8zXoJIbpZKM,spotify:track:4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/tracks/4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/audio-analysis/4xlEKYv7HmC8zXoJIbpZKM,215267,4
676,Chelsea Dagger,The Fratellis,3ItzRpwvKtkDSNdRSjXu7Z,0.512,0.817,7,-3.154,1,0.142,0.0505,0.0,0.0775,0.552,154.607,audio_features,3ItzRpwvKtkDSNdRSjXu7Z,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/tracks/3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/audio-analysis/3ItzRpwvKtkDSNdRSjXu7Z,215173,4
679,I Write Sins Not Tragedies,Panic! At The Disco,4bPQs0PHn4xbipzdPfn6du,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094,audio_features,4bPQs0PHn4xbipzdPfn6du,spotify:track:4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,186635,4
680,Goodbye My Lover,James Blunt,6gxycjJNMgmAyfzUXBN80P,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,audio_features,6gxycjJNMgmAyfzUXBN80P,spotify:track:6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/tracks/6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/audio-analysis/6gxycjJNMgmAyfzUXBN80P,258653,4
686,Black Horse And The Cherry Tree,KT Tunstall,0qAMjeQFyd1qD0LDiV8gWp,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,audio_features,0qAMjeQFyd1qD0LDiV8gWp,spotify:track:0qAMjeQFyd1qD0LDiV8gWp,https://api.spotify.com/v1/tracks/0qAMjeQFyd1qD0LDiV8gWp,https://api.spotify.com/v1/audio-analysis/0qAMjeQFyd1qD0LDiV8gWp,172373,4
687,Unwritten,Natasha Bedingfield,3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,3U5JVgI2x4rDyHGObzJfNf,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,259333,4
689,You Give Me Something,James Morrison,28euH5Ny1JXxZAt2KjWp62,0.559,0.671,7,-7.109,1,0.1,0.21,0.0,0.0869,0.577,79.493,audio_features,28euH5Ny1JXxZAt2KjWp62,spotify:track:28euH5Ny1JXxZAt2KjWp62,https://api.spotify.com/v1/tracks/28euH5Ny1JXxZAt2KjWp62,https://api.spotify.com/v1/audio-analysis/28euH5Ny1JXxZAt2KjWp62,212933,4
691,How to Save a Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
692,I Wish I Was a Punk Rocker (with Flowers in My Hair),Sandi Thom,4mnTMsp8Cgf9TNiQMhH11L,0.7,0.465,4,-6.815,1,0.358,0.544,0.0,0.606,0.719,108.102,audio_features,4mnTMsp8Cgf9TNiQMhH11L,spotify:track:4mnTMsp8Cgf9TNiQMhH11L,https://api.spotify.com/v1/tracks/4mnTMsp8Cgf9TNiQMhH11L,https://api.spotify.com/v1/audio-analysis/4mnTMsp8Cgf9TNiQMhH11L,151640,4
693,Welcome to the Black Parade,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,audio_features,5wQnmLuC1W7ATsArWACrgW,spotify:track:5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/tracks/5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/audio-analysis/5wQnmLuC1W7ATsArWACrgW,311107,4
697,Yo (Excuse Me Miss),Chris Brown,7DFnq8FYhHMCylykf6ZCxA,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,audio_features,7DFnq8FYhHMCylykf6ZCxA,spotify:track:7DFnq8FYhHMCylykf6ZCxA,https://api.spotify.com/v1/tracks/7DFnq8FYhHMCylykf6ZCxA,https://api.spotify.com/v1/audio-analysis/7DFnq8FYhHMCylykf6ZCxA,229040,4
698,Who Knew,P!nk,2hns6Dv29Yrg68AVTJiAyA,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,audio_features,2hns6Dv29Yrg68AVTJiAyA,spotify:track:2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/tracks/2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/audio-analysis/2hns6Dv29Yrg68AVTJiAyA,208493,4
700,Bleeding Love,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,audio_features,7wZUrN8oemZfsEd1CGkbXE,spotify:track:7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/audio-analysis/7wZUrN8oemZfsEd1CGkbXE,262467,4
701,Umbrella,Rihanna,2yPoXCs7BSIUrucMdK5PzV,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,2yPoXCs7BSIUrucMdK5PzV,spotify:track:2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987,4
702,Gimme More,Britney Spears,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,6ic8OlLUNEATToEFU3xmaH,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,251240,4
703,Big Girls Don't Cry (Personal),Fergie,4AniPkv5vgdE1n6VKreiyI,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083,audio_features,4AniPkv5vgdE1n6VKreiyI,spotify:track:4AniPkv5vgdE1n6VKreiyI,https://api.spotify.com/v1/tracks/4AniPkv5vgdE1n6VKreiyI,https://api.spotify.com/v1/audio-analysis/4AniPkv5vgdE1n6VKreiyI,268120,4
704,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,6kopmMZiyLmw7h66uXcXR7,0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,audio_features,6kopmMZiyLmw7h66uXcXR7,spotify:track:6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/tracks/6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/audio-analysis/6kopmMZiyLmw7h66uXcXR7,219413,4
705,Hey There Delilah,Plain White T's,4RCWB3V8V0dignt99LZ8vH,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533,4
706,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,3pD0f7hSJg2XdQ6udw5Tey,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,audio_features,3pD0f7hSJg2XdQ6udw5Tey,spotify:track:3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/tracks/3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/audio-analysis/3pD0f7hSJg2XdQ6udw5Tey,448573,4
707,The Sweet Escape,Gwen Stefani,66ZcOcouenzZEnzTJvoFmH,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,audio_features,66ZcOcouenzZEnzTJvoFmH,spotify:track:66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/tracks/66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/audio-analysis/66ZcOcouenzZEnzTJvoFmH,246467,4
708,The Way I Are,Timbaland,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,audio_features,2bLqfJjuC5syrsgDsZfGmn,spotify:track:2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn,179120,4
709,Say It Right,Nelly Furtado,2aI21FnmY7TJVKeMaoQZ0t,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,audio_features,2aI21FnmY7TJVKeMaoQZ0t,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/tracks/2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/audio-analysis/2aI21FnmY7TJVKeMaoQZ0t,223080,4
710,Let Me Think About It,Ida Corr,4LjfIjS8iweFCPdKxLnEoV,0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026,audio_features,4LjfIjS8iweFCPdKxLnEoV,spotify:track:4LjfIjS8iweFCPdKxLnEoV,https://api.spotify.com/v1/tracks/4LjfIjS8iweFCPdKxLnEoV,https://api.spotify.com/v1/audio-analysis/4LjfIjS8iweFCPdKxLnEoV,151983,4
711,Destination Calabria - Radio Edit,Alex Gaudino,5TmFTHZp7HjBXjjsFvCY6h,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,audio_features,5TmFTHZp7HjBXjjsFvCY6h,spotify:track:5TmFTHZp7HjBXjjsFvCY6h,https://api.spotify.com/v1/tracks/5TmFTHZp7HjBXjjsFvCY6h,https://api.spotify.com/v1/audio-analysis/5TmFTHZp7HjBXjjsFvCY6h,223112,4
713,Smack That,Akon,2kQuhkFX7uSVepCD3h29g5,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,audio_features,2kQuhkFX7uSVepCD3h29g5,spotify:track:2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5,212360,4
715,Ayo Technology,50 Cent,36Hwcla06Q5BCr59CL0sBp,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,audio_features,36Hwcla06Q5BCr59CL0sBp,spotify:track:36Hwcla06Q5BCr59CL0sBp,https://api.spotify.com/v1/tracks/36Hwcla06Q5BCr59CL0sBp,https://api.spotify.com/v1/audio-analysis/36Hwcla06Q5BCr59CL0sBp,247947,4
716,Proper Education - Radio Edit,Eric Prydz,06Vw2ZOhalTwEw4PhoGRSX,0.537,0.937,0,-4.543,1,0.0523,0.00102,0.035,0.0917,0.324,124.938,audio_features,06Vw2ZOhalTwEw4PhoGRSX,spotify:track:06Vw2ZOhalTwEw4PhoGRSX,https://api.spotify.com/v1/tracks/06Vw2ZOhalTwEw4PhoGRSX,https://api.spotify.com/v1/audio-analysis/06Vw2ZOhalTwEw4PhoGRSX,198567,4
717,Put Your Hands Up For Detroit - Radio Edit,Fedde Le Grand,6WoC2b3CCpyrDQJKkBQZn1,0.833,0.939,7,-3.817,1,0.229,0.00828,0.17,0.0903,0.457,128.008,audio_features,6WoC2b3CCpyrDQJKkBQZn1,spotify:track:6WoC2b3CCpyrDQJKkBQZn1,https://api.spotify.com/v1/tracks/6WoC2b3CCpyrDQJKkBQZn1,https://api.spotify.com/v1/audio-analysis/6WoC2b3CCpyrDQJKkBQZn1,148893,4
719,Stronger,Kanye West,0j2T0R9dR9qdJYsB7ciXhf,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,0j2T0R9dR9qdJYsB7ciXhf,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867,4
720,Beautiful Liar,Beyoncé,2HWWNoWEEEECwZhAiLg7ib,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,audio_features,2HWWNoWEEEECwZhAiLg7ib,spotify:track:2HWWNoWEEEECwZhAiLg7ib,https://api.spotify.com/v1/tracks/2HWWNoWEEEECwZhAiLg7ib,https://api.spotify.com/v1/audio-analysis/2HWWNoWEEEECwZhAiLg7ib,199853,4
721,Cupid's Chokehold / Breakfast in America - Radio Mix,Gym Class Heroes,6ajyEEzWZbw8ycDcJAN099,0.584,0.681,1,-5.084,0,0.0781,0.495,0.0,0.289,0.821,79.702,audio_features,6ajyEEzWZbw8ycDcJAN099,spotify:track:6ajyEEzWZbw8ycDcJAN099,https://api.spotify.com/v1/tracks/6ajyEEzWZbw8ycDcJAN099,https://api.spotify.com/v1/audio-analysis/6ajyEEzWZbw8ycDcJAN099,237173,4
722,I Wanna Love You,Akon,0CXVjQI9wsqaGeIARkkpYc,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,audio_features,0CXVjQI9wsqaGeIARkkpYc,spotify:track:0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/tracks/0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/audio-analysis/0CXVjQI9wsqaGeIARkkpYc,247067,4
723,Crank That (Soulja Boy),Soulja Boy,66TRwr5uJwPt15mfFkzhbi,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,audio_features,66TRwr5uJwPt15mfFkzhbi,spotify:track:66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,221933,4
724,Make It Rain,Fat Joe,4JPCdSaqs9dJd7RatFSHww,0.744,0.697,11,-5.063,0,0.197,0.0106,0.0,0.0842,0.767,149.28,audio_features,4JPCdSaqs9dJd7RatFSHww,spotify:track:4JPCdSaqs9dJd7RatFSHww,https://api.spotify.com/v1/tracks/4JPCdSaqs9dJd7RatFSHww,https://api.spotify.com/v1/audio-analysis/4JPCdSaqs9dJd7RatFSHww,247413,4
725,U + Ur Hand,P!nk,1iOJQhxKSJ7dg3Dk03yPnl,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04,audio_features,1iOJQhxKSJ7dg3Dk03yPnl,spotify:track:1iOJQhxKSJ7dg3Dk03yPnl,https://api.spotify.com/v1/tracks/1iOJQhxKSJ7dg3Dk03yPnl,https://api.spotify.com/v1/audio-analysis/1iOJQhxKSJ7dg3Dk03yPnl,214387,4
726,Shut Up And Drive,Rihanna,4Tn2llBm1g0UlWctmgPL8Z,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,audio_features,4Tn2llBm1g0UlWctmgPL8Z,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,https://api.spotify.com/v1/tracks/4Tn2llBm1g0UlWctmgPL8Z,https://api.spotify.com/v1/audio-analysis/4Tn2llBm1g0UlWctmgPL8Z,212280,4
727,Get It Shawty,Lloyd,2a03afRiyAbNAleOByVju4,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,audio_features,2a03afRiyAbNAleOByVju4,spotify:track:2a03afRiyAbNAleOByVju4,https://api.spotify.com/v1/tracks/2a03afRiyAbNAleOByVju4,https://api.spotify.com/v1/audio-analysis/2a03afRiyAbNAleOByVju4,209533,4
730,What I've Done,Linkin Park,18lR4BzEs7e3qzc0KVkTpU,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,audio_features,18lR4BzEs7e3qzc0KVkTpU,spotify:track:18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/audio-analysis/18lR4BzEs7e3qzc0KVkTpU,205613,4
732,Kiss Kiss (feat. T-Pain),Chris Brown,3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,audio_features,3wKKkGVn7cVSfgPeYYIiXG,spotify:track:3wKKkGVn7cVSfgPeYYIiXG,https://api.spotify.com/v1/tracks/3wKKkGVn7cVSfgPeYYIiXG,https://api.spotify.com/v1/audio-analysis/3wKKkGVn7cVSfgPeYYIiXG,250667,3
733,Party Like A Rock Star,Shop Boyz,1IYaMVfidzSfvCUZYXhsU1,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972,audio_features,1IYaMVfidzSfvCUZYXhsU1,spotify:track:1IYaMVfidzSfvCUZYXhsU1,https://api.spotify.com/v1/tracks/1IYaMVfidzSfvCUZYXhsU1,https://api.spotify.com/v1/audio-analysis/1IYaMVfidzSfvCUZYXhsU1,253400,4
734,Paralyzer,Finger Eleven,28IEbk5a7twNTbUEvWslUb,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,audio_features,28IEbk5a7twNTbUEvWslUb,spotify:track:28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/audio-analysis/28IEbk5a7twNTbUEvWslUb,208107,4
737,Make Me Better,Fabolous,0YkJU6TjjwzsVXUPRIO0DB,0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491,audio_features,0YkJU6TjjwzsVXUPRIO0DB,spotify:track:0YkJU6TjjwzsVXUPRIO0DB,https://api.spotify.com/v1/tracks/0YkJU6TjjwzsVXUPRIO0DB,https://api.spotify.com/v1/audio-analysis/0YkJU6TjjwzsVXUPRIO0DB,253573,4
738,Fake It,Seether,4eAwB5pnKFTmsgc3zWoYO0,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,audio_features,4eAwB5pnKFTmsgc3zWoYO0,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,https://api.spotify.com/v1/tracks/4eAwB5pnKFTmsgc3zWoYO0,https://api.spotify.com/v1/audio-analysis/4eAwB5pnKFTmsgc3zWoYO0,193893,4
740,Brianstorm,Arctic Monkeys,5rTIpPWeO0IL4HWlGWrz5G,0.421,0.98,1,-4.229,1,0.212,8.39e-05,0.00125,0.237,0.435,165.193,audio_features,5rTIpPWeO0IL4HWlGWrz5G,spotify:track:5rTIpPWeO0IL4HWlGWrz5G,https://api.spotify.com/v1/tracks/5rTIpPWeO0IL4HWlGWrz5G,https://api.spotify.com/v1/audio-analysis/5rTIpPWeO0IL4HWlGWrz5G,170253,4
742,Glamorous,Fergie,4KTtYhxFtFL7mBwnjkKfLm,0.81,0.755,0,-6.408,1,0.199,0.291,0.0,0.0857,0.625,130.991,audio_features,4KTtYhxFtFL7mBwnjkKfLm,spotify:track:4KTtYhxFtFL7mBwnjkKfLm,https://api.spotify.com/v1/tracks/4KTtYhxFtFL7mBwnjkKfLm,https://api.spotify.com/v1/audio-analysis/4KTtYhxFtFL7mBwnjkKfLm,246573,4
